info: 2021-11-30 19:36:35 | info |  |  | <-----------------------------Starting syncMasterDoc----------------------------->
info: 2021-11-30 21:04:11 | info |  |  | File changed: mytest.json
error: 2021-11-30 21:04:11 | error | http://localhost:9200 | mytest | DataConfig Master document has some problems, FileName is : mytest.json
info: 2021-11-30 21:04:17 | info |  |  | ******************************update config file******************************
info: 2021-11-30 21:04:17 | info |  |  | File changed: mytest.json
error: 2021-11-30 21:04:17 | error | http://localhost:9200 | mytest | DataConfig Master document has some problems, FileName is : mytest.json
info: 2021-11-30 21:04:17 | info |  |  | ******************************update config file******************************
info: 2021-11-30 21:04:17 | info |  |  | File changed: mytest.json
error: 2021-11-30 21:04:17 | error | http://localhost:9200 | mytest | DataConfig Master document has some problems, FileName is : mytest.json
info: 2021-11-30 21:08:19 | info |  |  | <-----------------------------Starting syncMasterDoc----------------------------->
error: 2021-11-30 21:08:19 | error | http://localhost:9200 | mybooks | MongoNetworkError: failed to connect to server [localhost:29033] on first connect [Error: connect ECONNREFUSED 127.0.0.1:29033
    at TCPConnectWrap.afterConnect [as oncomplete] (net.js:1148:16) {
  name: 'MongoNetworkError'
}]
error: 2021-11-30 21:08:19 | error | http://localhost:9200 | mybooks | File error: {"name":"MongoNetworkError"}
error: 2021-11-30 21:08:20 | error | http://localhost:9200 | myusers | MongoNetworkError: failed to connect to server [localhost:29033] on first connect [Error: connect ECONNREFUSED 127.0.0.1:29033
    at TCPConnectWrap.afterConnect [as oncomplete] (net.js:1148:16) {
  name: 'MongoNetworkError'
}]
error: 2021-11-30 21:08:20 | error | http://localhost:9200 | myusers | File error: {"name":"MongoNetworkError"}
info: 2021-11-30 21:08:20 | info |  |  | <-----------------------------end syncMasterDoc----------------------------->
info: 2021-11-30 21:08:20 | info |  |  | <-----------------------------Starting syncAttachment----------------------------->
error: 2021-11-30 21:08:20 | error | http://localhost:9200 | mybooks | File error: {"name":"MongoNetworkError"}
info: 2021-11-30 21:08:56 | info |  |  | ******************************Delete config file******************************
info: 2021-11-30 21:08:56 | info |  |  | File deleted: mybooks.json
info: 2021-11-30 21:08:56 | info |  |  | ******************************Delete config file******************************
info: 2021-11-30 21:08:56 | info |  |  | File deleted: myusers.json
info: 2021-11-30 21:09:06 | info |  |  | ******************************update config file******************************
info: 2021-11-30 21:09:06 | info |  |  | File changed: mytest.json
error: 2021-11-30 21:09:06 | error | http://localhost:9200 | mytest | DataConfig Master document has some problems, FileName is : mytest.json
info: 2021-11-30 21:09:13 | info |  |  | <-----------------------------Starting syncMasterDoc----------------------------->
info: 2021-11-30 21:09:13 | info |  |  | <-----------------------------end syncMasterDoc----------------------------->
info: 2021-11-30 21:16:38 | info |  |  | ******************************update config file******************************
info: 2021-11-30 21:16:38 | info |  |  | File changed: mytest.json
error: 2021-11-30 21:16:38 | error | http://localhost:9200 | mytest | DataConfig Master document has some problems, FileName is : mytest.json
info: 2021-11-30 21:16:41 | info |  |  | ******************************update config file******************************
info: 2021-11-30 21:16:41 | info |  |  | File changed: mytest.json
error: 2021-11-30 21:16:41 | error | http://localhost:9200 | mytest | DataConfig Master document has some problems, FileName is : mytest.json
info: 2021-11-30 21:16:51 | info |  |  | <-----------------------------Starting syncMasterDoc----------------------------->
info: 2021-11-30 21:16:51 | info |  |  | <-----------------------------end syncMasterDoc----------------------------->
info: 2021-11-30 21:18:30 | info |  |  | <-----------------------------Starting syncMasterDoc----------------------------->
info: 2021-11-30 21:18:31 | info |  |  | <-----------------------------end syncMasterDoc----------------------------->
info: 2021-11-30 21:20:30 | info |  |  | ******************************update config file******************************
info: 2021-11-30 21:20:30 | info |  |  | File changed: mytest.json
error: 2021-11-30 21:20:31 | error | http://localhost:9200 | mytest | DataConfig Master document has some problems, FileName is : mytest.json
info: 2021-11-30 21:20:32 | info |  |  | ******************************update config file******************************
info: 2021-11-30 21:20:32 | info |  |  | File changed: mytest.json
error: 2021-11-30 21:20:32 | error | http://localhost:9200 | mytest | DataConfig Master document has some problems, FileName is : mytest.json
info: 2021-11-30 21:20:41 | info |  |  | <-----------------------------Starting syncMasterDoc----------------------------->
info: 2021-11-30 21:20:41 | info |  |  | <-----------------------------end syncMasterDoc----------------------------->
info: 2021-11-30 21:21:43 | info |  |  | <-----------------------------Starting syncMasterDoc----------------------------->
info: 2021-11-30 21:21:43 | info |  |  | <-----------------------------end syncMasterDoc----------------------------->
info: 2021-11-30 21:30:26 | info |  |  | <-----------------------------Starting syncMasterDoc----------------------------->
info: 2021-11-30 21:30:26 | info |  |  | <-----------------------------end syncMasterDoc----------------------------->
info: 2021-11-30 21:39:20 | info |  |  | ******************************Add config file******************************
info: 2021-11-30 21:39:20 | info |  |  | File added: mybooks.json
info: 2021-11-30 21:39:20 | info |  |  | ******************************Add config file******************************
info: 2021-11-30 21:39:20 | info |  |  | File added: myusers.json
error: 2021-11-30 21:39:20 | error | http://localhost:9200 | mybooks | MongoNetworkError: failed to connect to server [localhost:29033] on first connect [Error: connect ECONNREFUSED 127.0.0.1:29033
    at TCPConnectWrap.afterConnect [as oncomplete] (net.js:1148:16) {
  name: 'MongoNetworkError'
}]
error: 2021-11-30 21:39:20 | error | http://localhost:9200 | mybooks | File error: {"name":"MongoNetworkError"}
error: 2021-11-30 21:39:20 | error | http://localhost:9200 | mybooks | DataConfig Master document has some problems, FileName is : mybooks.json
error: 2021-11-30 21:39:20 | error | http://localhost:9200 | myusers | MongoNetworkError: failed to connect to server [localhost:29031] on first connect [Error: connect ECONNREFUSED 127.0.0.1:29031
    at TCPConnectWrap.afterConnect [as oncomplete] (net.js:1148:16) {
  name: 'MongoNetworkError'
}]
error: 2021-11-30 21:39:20 | error | http://localhost:9200 | myusers | File error: {"name":"MongoNetworkError"}
error: 2021-11-30 21:39:20 | error | http://localhost:9200 | myusers | DataConfig Master document has some problems, FileName is : myusers.json
info: 2021-11-30 21:40:10 | info |  |  | ******************************update config file******************************
info: 2021-11-30 21:40:10 | info |  |  | File changed: mytest.json
error: 2021-11-30 21:40:10 | error | http://localhost:9200 | mytest | DataConfig Master document has some problems, FileName is : mytest.json
info: 2021-11-30 21:40:11 | info |  |  | ******************************update config file******************************
info: 2021-11-30 21:40:11 | info |  |  | File changed: mytest.json
error: 2021-11-30 21:40:11 | error | http://localhost:9200 | mytest | DataConfig Master document has some problems, FileName is : mytest.json
info: 2021-11-30 21:40:12 | info |  |  | ******************************update config file******************************
info: 2021-11-30 21:40:12 | info |  |  | File changed: mytest.json
error: 2021-11-30 21:40:12 | error | http://localhost:9200 | mytest | DataConfig Master document has some problems, FileName is : mytest.json
info: 2021-11-30 21:40:12 | info |  |  | ******************************update config file******************************
info: 2021-11-30 21:40:12 | info |  |  | File changed: mytest.json
error: 2021-11-30 21:40:12 | error | http://localhost:9200 | mytest | DataConfig Master document has some problems, FileName is : mytest.json
info: 2021-11-30 21:40:29 | info |  |  | <-----------------------------Starting syncMasterDoc----------------------------->
error: 2021-11-30 21:40:30 | error | http://localhost:9200 | mybooks | MongoNetworkError: failed to connect to server [localhost:29031] on first connect [Error: connect ECONNREFUSED 127.0.0.1:29031
    at TCPConnectWrap.afterConnect [as oncomplete] (net.js:1148:16) {
  name: 'MongoNetworkError'
}]
error: 2021-11-30 21:40:30 | error | http://localhost:9200 | mybooks | File error: {"name":"MongoNetworkError"}
error: 2021-11-30 21:40:30 | error | http://localhost:9200 | myusers | MongoNetworkError: failed to connect to server [localhost:29033] on first connect [Error: connect ECONNREFUSED 127.0.0.1:29033
    at TCPConnectWrap.afterConnect [as oncomplete] (net.js:1148:16) {
  name: 'MongoNetworkError'
}]
error: 2021-11-30 21:40:30 | error | http://localhost:9200 | myusers | File error: {"name":"MongoNetworkError"}
info: 2021-11-30 21:40:30 | info |  |  | <-----------------------------end syncMasterDoc----------------------------->
info: 2021-11-30 21:40:30 | info |  |  | <-----------------------------Starting syncAttachment----------------------------->
error: 2021-11-30 21:40:30 | error | http://localhost:9200 | mybooks | File error: {"name":"MongoNetworkError"}
info: 2021-11-30 21:43:32 | info |  |  | ******************************update config file******************************
info: 2021-11-30 21:43:32 | info |  |  | File changed: mytest.json
error: 2021-11-30 21:43:32 | error | http://localhost:9200 | mytest | DataConfig Master document has some problems, FileName is : mytest.json
info: 2021-11-30 21:43:34 | info |  |  | ******************************update config file******************************
info: 2021-11-30 21:43:34 | info |  |  | File changed: mytest.json
error: 2021-11-30 21:43:34 | error | http://localhost:9200 | mytest | DataConfig Master document has some problems, FileName is : mytest.json
info: 2021-11-30 22:20:30 | info |  |  | <-----------------------------Starting syncMasterDoc----------------------------->
error: 2021-11-30 22:20:30 | error | http://localhost:9200 | mybooks | MongoNetworkError: failed to connect to server [localhost:29031] on first connect [Error: connect ECONNREFUSED 127.0.0.1:29031
    at TCPConnectWrap.afterConnect [as oncomplete] (net.js:1148:16) {
  name: 'MongoNetworkError'
}]
error: 2021-11-30 22:20:30 | error | http://localhost:9200 | mybooks | File error: {"name":"MongoNetworkError"}
error: 2021-11-30 22:20:30 | error | http://localhost:9200 | myusers | MongoNetworkError: failed to connect to server [localhost:29033] on first connect [Error: connect ECONNREFUSED 127.0.0.1:29033
    at TCPConnectWrap.afterConnect [as oncomplete] (net.js:1148:16) {
  name: 'MongoNetworkError'
}]
error: 2021-11-30 22:20:30 | error | http://localhost:9200 | myusers | File error: {"name":"MongoNetworkError"}
info: 2021-11-30 22:20:30 | info |  |  | <-----------------------------end syncMasterDoc----------------------------->
info: 2021-11-30 22:20:30 | info |  |  | <-----------------------------Starting syncAttachment----------------------------->
error: 2021-11-30 22:20:30 | error | http://localhost:9200 | mybooks | File error: {"name":"MongoNetworkError"}
